Test number::label,Number of iterations::number,Disagreement::number
1,0.0
2,0.02
3,0.03
4,0.04
5,0.0
6,0.02
7,0.06
8,0.01
9,0.01
10,0.03
11,0.01
12,0.04
13,0.03
14,0.04
15,0.04
16,0.02
17,0.06
18,0.01
19,0.04
20,0.01
21,0.02
22,0.05
23,0.02
24,0.1
25,0.03
26,0.09
27,0.08
28,0.0
29,0.0
30,0.07
31,0.03
32,0.03
33,0.04
34,0.03
35,0.01
36,0.01
37,0.07
38,0.06
39,0.03
40,0.03
41,0.02
42,0.02
43,0.04
44,0.01
45,0.05
46,0.08
47,0.0
48,0.03
49,0.08
50,0.05
51,0.04
52,0.01
53,0.0
54,0.07
55,0.04
56,0.05
57,0.02
58,0.05
59,0.03
60,0.0
61,0.03
62,0.07
63,0.03
64,0.0
65,0.01
66,0.01
67,0.01
68,0.06
69,0.05
70,0.06
71,0.03
72,0.01
73,0.03
74,0.05
75,0.03
76,0.05
77,0.04
78,0.03
79,0.04
80,0.1
81,0.01
82,0.0
83,0.04
84,0.03
85,0.04
86,0.05
87,0.02
88,0.03
89,0.02
90,0.03
91,0.03
92,0.07
93,0.05
94,0.03
95,0.06
96,0.09
97,0.02
98,0.06
99,0.01
100,0.05
101,0.04
102,0.02
103,0.02
104,0.02
105,0.02
106,0.01
107,0.03
108,0.04
109,0.03
110,0.03
111,0.02
112,0.04
113,0.04
114,0.08
115,0.03
116,0.0
117,0.04
118,0.01
119,0.08
120,0.03
121,0.02
122,0.1
123,0.03
124,0.03
125,0.03
126,0.01
127,0.02
128,0.03
129,0.02
130,0.01
131,0.03
132,0.03
133,0.08
134,0.01
135,0.12
136,0.03
137,0.09
138,0.02
139,0.02
140,0.03
141,0.06
142,0.04
143,0.07
144,0.06
145,0.06
146,0.02
147,0.09
148,0.1
149,0.04
150,0.02
151,0.08
152,0.04
153,0.13
154,0.11
155,0.08
156,0.02
157,0.03
158,0.07
159,0.06
160,0.02
161,0.07
162,0.03
163,0.02
164,0.02
165,0.02
166,0.09
167,0.05
168,0.0
169,0.01
170,0.05
171,0.1
172,0.1
173,0.09
174,0.0
175,0.06
176,0.05
177,0.03
178,0.01
179,0.05
180,0.0
181,0.02
182,0.01
183,0.05
184,0.02
185,0.1
186,0.11
187,0.03
188,0.01
189,0.01
190,0.03
191,0.03
192,0.03
193,0.04
194,0.04
195,0.06
196,0.05
197,0.02
198,0.04
199,0.02
200,0.02
201,0.07
202,0.04
203,0.05
204,0.04
205,0.0
206,0.01
207,0.03
208,0.04
209,0.09
210,0.06
211,0.09
212,0.03
213,0.06
214,0.05
215,0.02
216,0.02
217,0.03
218,0.03
219,0.08
220,0.13
221,0.07
222,0.1
223,0.01
224,0.06
225,0.04
226,0.05
227,0.07
228,0.01
229,0.05
230,0.0
231,0.03
232,0.0
233,0.06
234,0.01
235,0.02
236,0.01
237,0.03
238,0.05
239,0.0
240,0.11
241,0.03
242,0.01
243,0.01
244,0.05
245,0.0
246,0.08
247,0.08
248,0.0
249,0.01
250,0.03
251,0.04
252,0.02
253,0.11
254,0.05
255,0.0
256,0.02
257,0.06
258,0.01
259,0.03
260,0.05
261,0.06
262,0.04
263,0.04
264,0.01
265,0.05
266,0.05
267,0.12
268,0.06
269,0.08
270,0.04
271,0.08
272,0.0
273,0.05
274,0.03
275,0.11
276,0.05
277,0.04
278,0.02
279,0.15
280,0.01
281,0.0
282,0.04
283,0.01
284,0.06
285,0.07
286,0.05
287,0.05
288,0.05
289,0.04
290,0.0
291,0.03
292,0.02
293,0.02
294,0.01
295,0.01
296,0.1
297,0.03
298,0.04
299,0.12
300,0.03
301,0.0
302,0.07
303,0.06
304,0.05
305,0.03
306,0.03
307,0.12
308,0.03
309,0.01
310,0.03
311,0.01
312,0.02
313,0.03
314,0.04
315,0.01
316,0.05
317,0.03
318,0.11
319,0.0
320,0.02
321,0.03
322,0.03
323,0.04
324,0.01
325,0.04
326,0.04
327,0.05
328,0.07
329,0.05
330,0.06
331,0.02
332,0.03
333,0.05
334,0.05
335,0.02
336,0.03
337,0.03
338,0.08
339,0.1
340,0.03
341,0.03
342,0.14
343,0.0
344,0.0
345,0.05
346,0.0
347,0.04
348,0.05
349,0.02
350,0.05
351,0.05
352,0.09
353,0.01
354,0.03
355,0.08
356,0.03
357,0.03
358,0.05
359,0.05
360,0.11
361,0.04
362,0.02
363,0.1
364,0.03
365,0.07
366,0.04
367,0.04
368,0.02
369,0.02
370,0.09
371,0.01
372,0.04
373,0.05
374,0.03
375,0.01
376,0.01
377,0.04
378,0.05
379,0.07
380,0.05
381,0.05
382,0.07
383,0.01
384,0.01
385,0.01
386,0.02
387,0.04
388,0.08
389,0.05
390,0.01
391,0.02
392,0.04
393,0.02
394,0.12
395,0.06
396,0.0
397,0.02
398,0.03
399,0.02
400,0.02
401,0.11
402,0.03
403,0.0
404,0.02
405,0.0
406,0.03
407,0.05
408,0.04
409,0.01
410,0.01
411,0.1
412,0.08
413,0.09
414,0.1
415,0.01
416,0.05
417,0.03
418,0.03
419,0.06
420,0.04
421,0.02
422,0.03
423,0.0
424,0.02
425,0.05
426,0.04
427,0.03
428,0.03
429,0.03
430,0.03
431,0.1
432,0.0
433,0.04
434,0.02
435,0.11
436,0.02
437,0.02
438,0.06
439,0.1
440,0.03
441,0.08
442,0.03
443,0.09
444,0.04
445,0.04
446,0.0
447,0.03
448,0.07
449,0.01
450,0.03
451,0.03
452,0.03
453,0.07
454,0.02
455,0.03
456,0.03
457,0.08
458,0.02
459,0.03
460,0.03
461,0.06
462,0.03
463,0.03
464,0.01
465,0.09
466,0.01
467,0.04
468,0.06
469,0.11
470,0.06
471,0.09
472,0.06
473,0.02
474,0.02
475,0.05
476,0.06
477,0.02
478,0.02
479,0.01
480,0.03
481,0.02
482,0.07
483,0.06
484,0.03
485,0.01
486,0.08
487,0.02
488,0.05
489,0.02
490,0.04
491,0.0
492,0.07
493,0.01
494,0.04
495,0.02
496,0.03
497,0.02
498,0.0
499,0.02
500,0.08
501,0.02
502,0.02
503,0.01
504,0.05
505,0.02
506,0.06
507,0.05
508,0.05
509,0.02
510,0.03
511,0.01
512,0.05
513,0.0
514,0.07
515,0.03
516,0.03
517,0.0
518,0.02
519,0.04
520,0.1
521,0.02
522,0.03
523,0.02
524,0.07
525,0.03
526,0.0
527,0.12
528,0.09
529,0.0
530,0.01
531,0.06
532,0.03
533,0.05
534,0.07
535,0.02
536,0.02
537,0.04
538,0.11
539,0.06
540,0.08
541,0.05
542,0.03
543,0.03
544,0.01
545,0.0
546,0.0
547,0.04
548,0.12
549,0.07
550,0.05
551,0.02
552,0.06
553,0.02
554,0.1
555,0.06
556,0.03
557,0.04
558,0.03
559,0.02
560,0.04
561,0.01
562,0.05
563,0.04
564,0.02
565,0.01
566,0.04
567,0.09
568,0.03
569,0.01
570,0.05
571,0.01
572,0.03
573,0.09
574,0.06
575,0.03
576,0.01
577,0.09
578,0.02
579,0.01
580,0.0
581,0.04
582,0.06
583,0.01
584,0.01
585,0.05
586,0.05
587,0.0
588,0.1
589,0.01
590,0.01
591,0.04
592,0.05
593,0.08
594,0.0
595,0.02
596,0.02
597,0.06
598,0.03
599,0.01
600,0.04
601,0.0
602,0.01
603,0.03
604,0.03
605,0.03
606,0.03
607,0.03
608,0.01
609,0.12
610,0.07
611,0.02
612,0.03
613,0.04
614,0.06
615,0.0
616,0.03
617,0.02
618,0.05
619,0.03
620,0.03
621,0.1
622,0.05
623,0.02
624,0.06
625,0.03
626,0.01
627,0.09
628,0.06
629,0.02
630,0.03
631,0.06
632,0.04
633,0.08
634,0.01
635,0.02
636,0.02
637,0.07
638,0.03
639,0.02
640,0.03
641,0.05
642,0.02
643,0.07
644,0.01
645,0.01
646,0.02
647,0.01
648,0.02
649,0.06
650,0.03
651,0.04
652,0.1
653,0.04
654,0.0
655,0.0
656,0.05
657,0.1
658,0.02
659,0.02
660,0.03
661,0.08
662,0.04
663,0.04
664,0.05
665,0.03
666,0.06
667,0.01
668,0.0
669,0.09
670,0.06
671,0.07
672,0.12
673,0.04
674,0.05
675,0.05
676,0.04
677,0.12
678,0.13
679,0.04
680,0.1
681,0.06
682,0.03
683,0.03
684,0.0
685,0.05
686,0.0
687,0.06
688,0.02
689,0.01
690,0.06
691,0.04
692,0.09
693,0.04
694,0.08
695,0.03
696,0.08
697,0.06
698,0.02
699,0.09
700,0.09
701,0.04
702,0.02
703,0.01
704,0.05
705,0.03
706,0.04
707,0.04
708,0.05
709,0.1
710,0.03
711,0.01
712,0.09
713,0.02
714,0.01
715,0.02
716,0.04
717,0.09
718,0.02
719,0.01
720,0.05
721,0.0
722,0.08
723,0.0
724,0.04
725,0.09
726,0.03
727,0.06
728,0.02
729,0.1
730,0.08
731,0.03
732,0.05
733,0.04
734,0.06
735,0.0
736,0.03
737,0.07
738,0.02
739,0.05
740,0.04
741,0.02
742,0.03
743,0.04
744,0.01
745,0.08
746,0.03
747,0.02
748,0.03
749,0.06
750,0.05
751,0.01
752,0.0
753,0.03
754,0.03
755,0.02
756,0.02
757,0.05
758,0.07
759,0.04
760,0.12
761,0.05
762,0.04
763,0.02
764,0.04
765,0.01
766,0.02
767,0.08
768,0.03
769,0.04
770,0.1
771,0.02
772,0.01
773,0.03
774,0.06
775,0.09
776,0.02
777,0.06
778,0.04
779,0.02
780,0.02
781,0.01
782,0.14
783,0.02
784,0.1
785,0.01
786,0.02
787,0.04
788,0.09
789,0.11
790,0.11
791,0.03
792,0.05
793,0.07
794,0.08
795,0.0
796,0.04
797,0.02
798,0.01
799,0.02
800,0.01
801,0.08
802,0.14
803,0.05
804,0.01
805,0.06
806,0.06
807,0.02
808,0.07
809,0.02
810,0.01
811,0.12
812,0.04
813,0.04
814,0.04
815,0.0
816,0.03
817,0.03
818,0.11
819,0.0
820,0.03
821,0.1
822,0.0
823,0.04
824,0.1
825,0.08
826,0.03
827,0.04
828,0.13
829,0.09
830,0.08
831,0.05
832,0.01
833,0.15
834,0.01
835,0.01
836,0.02
837,0.07
838,0.03
839,0.1
840,0.0
841,0.0
842,0.04
843,0.03
844,0.01
845,0.01
846,0.02
847,0.03
848,0.03
849,0.04
850,0.05
851,0.08
852,0.03
853,0.05
854,0.06
855,0.06
856,0.03
857,0.03
858,0.02
859,0.03
860,0.02
861,0.01
862,0.04
863,0.02
864,0.02
865,0.04
866,0.0
867,0.01
868,0.07
869,0.03
870,0.04
871,0.01
872,0.0
873,0.01
874,0.11
875,0.1
876,0.0
877,0.03
878,0.02
879,0.08
880,0.08
881,0.02
882,0.06
883,0.01
884,0.06
885,0.0
886,0.0
887,0.02
888,0.01
889,0.02
890,0.01
891,0.03
892,0.01
893,0.09
894,0.1
895,0.03
896,0.04
897,0.07
898,0.06
899,0.03
900,0.03
901,0.04
902,0.04
903,0.02
904,0.01
905,0.02
906,0.01
907,0.0
908,0.06
909,0.07
910,0.11
911,0.13
912,0.05
913,0.03
914,0.08
915,0.08
916,0.0
917,0.04
918,0.05
919,0.0
920,0.05
921,0.0
922,0.05
923,0.01
924,0.06
925,0.02
926,0.04
927,0.05
928,0.02
929,0.0
930,0.01
931,0.04
932,0.01
933,0.03
934,0.04
935,0.02
936,0.03
937,0.0
938,0.0
939,0.03
940,0.13
941,0.08
942,0.02
943,0.0
944,0.02
945,0.04
946,0.02
947,0.0
948,0.03
949,0.07
950,0.05
951,0.05
952,0.01
953,0.02
954,0.07
955,0.0
956,0.01
957,0.03
958,0.02
959,0.04
960,0.03
961,0.0
962,0.01
963,0.02
964,0.03
965,0.02
966,0.12
967,0.03
968,0.06
969,0.01
970,0.06
971,0.01
972,0.07
973,0.03
974,0.03
975,0.1
976,0.06
977,0.03
978,0.01
979,0.05
980,0.05
981,0.06
982,0.03
983,0.13
984,0.08
985,0.02
986,0.05
987,0.04
988,0.0
989,0.1
990,0.03
991,0.07
992,0.07
993,0.01
994,0.02
995,0.01
996,0.06
997,0.04
998,0.03
999,0.01
1000,0.02
